이름,선거구명1,선거구명2,종류,회,기호,남여,정당,연령,직업,여당평가,당선여부,득표율,지역구분
유한식,충남,연기군,구시군의장선거,5,3,남,con,60,,47.25,True,4.595119850134589,1
김규봉,경기,안양시,구시군의장선거,5,3,남,rem,54,,47.25,False,-3.313511834169796,2
정종순,전남,장흥군,구시군의장선거,6,3,남,rem,59,,51.225,False,-1.3585541419262566,2
형남선,경기,동두천시,구시군의장선거,5,1,남,con,62,,47.25,False,,1
류규하,대구,중구,구시군의장선거,7,2,남,con,62,,74.43499999999997,True,,1
노두근,전남,함평군,구시군의장선거,6,3,남,rem,61,정당인,51.225,False,-0.4687575044570079,2
박우량,전남,신안군,구시군의장선거,7,3,남,rem,62,,74.43499999999997,True,,2
최성곤,경북,성주군,구시군의장선거,5,3,남,rem,49,,47.25,False,0.03252434660600473,1
최양식,경북,경주시,구시군의장선거,7,3,남,rem,66,,74.43499999999997,False,,1
안재호,충남,금산군,구시군의장선거,5,3,남,rem,45,,47.25,False,-1.5968280284466607,1
구민회,경북,구미시,구시군의장선거,6,2,남,rem,58,정당인,51.225,False,,1
원창묵,강원,원주시,구시군의장선거,6,2,남,rem,53,,51.225,True,,3
김진옥,경남,의령군,구시군의장선거,5,3,남,rem,58,,47.25,False,-1.3437597195431303,1
김종관,경남,하동군,구시군의장선거,6,3,남,rem,51,,51.225,False,-3.1166188158818566,1
김철수,강원,속초시,구시군의장선거,7,1,남,rev,61,정당인,74.43499999999997,True,,1
황종원,경남,하동군,구시군의장선거,6,3,남,rem,48,,51.225,False,-2.640481718555935,1
조근제,경남,함안군,구시군의장선거,7,2,남,con,65,정당인,74.43499999999997,True,,1
박영길,경기,하남시,구시군의장선거,5,3,남,rem,68,,47.25,False,-2.8655279329060876,1
강건종,충남,부여군,구시군의장선거,5,3,남,rem,67,,47.25,False,-2.534374179176849,1
박수범,대전,대덕구,구시군의장선거,6,1,남,con,53,정당인,51.225,True,-0.17167737354704446,1
박동규,충북,영동군,구시군의장선거,5,2,남,rev,43,정당인,47.25,False,0.8408689868141491,1
조인묵,강원,양구군,구시군의장선거,7,1,남,rev,59,정당인,74.43499999999997,True,,1
박삼래,강원,인제군,구시군의장선거,5,1,남,con,59,,47.25,False,,1
김성제,경기,의왕시,구시군의장선거,5,2,남,rev,50,정당인,47.25,True,4.595119850134589,3
이대엽,경기,성남시,구시군의장선거,5,3,남,rem,75,,47.25,False,-2.26442602971492,1
이종철,부산,남구,구시군의장선거,6,1,남,con,70,,51.225,True,-0.3204995432258719,1
김종규,전북,부안군,구시군의장선거,6,3,남,rem,62,,51.225,True,-0.0870467921437779,2
이수환,강원,철원군,구시군의장선거,5,3,남,rem,63,,47.25,False,-1.135241794122912,1
박상무,충남,서산시,구시군의장선거,7,3,남,con,59,,74.43499999999997,False,,1
박홍섭,서울,마포구,구시군의장선거,6,2,남,rem,71,,51.225,False,,2
서일준,경남,거제시,구시군의장선거,7,2,남,con,53,정당인,74.43499999999997,False,,1
장석현,인천,남동구,구시군의장선거,6,1,남,con,58,정당인,51.225,True,-0.02092707577873979,2
유천호,인천,강화군,구시군의장선거,5,1,남,con,59,정당인,47.25,False,,3
조길우,부산,동래구,구시군의장선거,6,3,남,rem,70,,51.225,False,-1.5225998879066067,1
안재호,충남,금산군,구시군의장선거,5,3,남,rem,45,,47.25,False,-1.5968280284466607,1
이창우,서울,동작구,구시군의장선거,6,2,남,rem,43,정당인,51.225,False,,3
배광식,대구,북구,구시군의장선거,6,1,남,con,54,정당인,51.225,True,0.693356304207155,1
김진석,울산,남구,구시군의장선거,7,3,남,rev,54,정당인,74.43499999999997,False,,1
김세호,충남,태안군,구시군의장선거,5,3,남,rem,60,,47.25,True,4.595119850134589,1
박수범,대전,대덕구,구시군의장선거,7,2,남,con,57,,74.43499999999997,False,,1
